complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zip_code,fed_rssd,assets,chrtagnt,deposits,eq,fdicsupv,frb_commercial_bank,fdic_commercial_bank,occ_commercial_bank,ots_savings_association,fdic_savings_bank,iba_foreign_charter,cu_number,ncua_credit_union,afinn
3156589,2019-02-20,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,"In XX/XX/2018 for about 10 months I made my daughter an authorized user of my account. Before doing so Barclay Card assured me that she could be a user and that it would have no impact on her credit. Only I was responsible for all charges on the account. She never signed anything. I asked for her to be added as an authorized signer to my account. BarclayCard sent her a card of her own to use. About XX/XX/XXXX she was finished with her need to use my credit card and I removed her as a user. 

She went to check her credit bureau the other day and found Barclay Card to be reporting MY full balance to her credit report. She called Barclay Card and they said they could not talk with her about it since she is not a signer on the account. I called Barclay Card to have it corrected and they said that I had to submit letter, via regular mail, and all of the supporting documentation to have my daughters credit reporting reversed. 

Their fraudulent mistake is not my problem to fix. Barclay Card acknowledges that they should not be reporting on my daughters credit report. They should not have reported it to her credit bureau while she was using the card and they certainly should not be reporting it now. However, they said they will maintain the fraudulent reporting unless I write them a letter with all the required documentation to have it removed. 

This is the exact kind of bullying behavior a big bank is supposed to have stopped a long time ago. So they have made an error and now it is MY problem to fix it. Unacceptable. And Illegal. 

Barclay Card has my complaint and my daughter 's complaint by phone and now through this correspondence. If they do not correct the erroneous reporting in a reasonable amount of time I will be forced to take more serious actions regarding the fraud they have committed against my daughter. Not to mention the illegal release of information about my account to her ( she should have never known the balance of my card at anytime, ever ). 

In my conversation with two Barclay representatives on the phone this evening both confirmed that the reporting should not have occurred as she was merely an authorized user with no responsibility for the credit and that the only way I can correct a credit reporting error, even if it is completely their fault, is in writing to a mailing address with supporting documentation which includes my daughter sending them, by mail, a full copy of the erroneous credit reporting. That exposes my family to unnecessary risk. The credit report they want me to send through the mail has all types of personally identifiable information contained within it.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,CO,801XX,2980209,29961000000,STATE,22452000000,5318000000,New York,NA,1,NA,NA,NA,NA,NA,NA,-82
3113199,2018-12-31,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"On a letter dated XX/XX/XXXX Chase states they are still working on my billing dispute for XXXX from the XXXX XXXX for {$410.00} on XX/XX/XXXX. It has been over 10 months since the date I initially brought up the billing error to their attention. This is way past the timeframe allowed to investigate and correct any billing errors. I provided Chase with an email from the hotel prior to check in which verifies my lower rate being honored, a copy of the lowest rate and a copy of the hotel 's low rate guarantee. Despite the hotel verifying my lower rate in writing they still charged me 5x the agreed upon rate which was changed after I checked out. I never agreed to, authorized or had any knowledge of the increased rate until after I had left the property. 

Despite the overwhelming evidence validating this to indeed be a billing error Chase has still taken 10 months and counting to correct it. This violated the Fair Billing Practices Act.",NA,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,TX,78723,852218,3025285000000,OCC,2253482000000,270060000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-12
3393710,2019-10-02,Checking or savings account,Savings account,Opening an account,Confusing or missing disclosures,"Capital 1 bank had an offer "" Deposit {$50000.00} or more to a new Capital 1 365 money market account and maintain at least {$50000.00} daily balance for 90 days to get {$500.00} bonus '' last summer. I opened an account online on XX/XX/19 and transferred {$50000.00} from my external bank to Capital 1 bank on XX/XX/19. I kept my daily balance above {$50000.00} until XX/XX/19. On XX/XX/19, I transferred some money out. I thought I already passed 90 day requirement. In XX/XX/XXXX., I contacted Capital 1 to check the bonus status. Surprisingly I was told that I was 1 day short of requirement. Based on their explanation, I have to deposit within 10 days of account opening. Then I have to maintain a daily balance of {$50000.00} or more for 90 days following the initial funding period, which is 10 days. So even I have kept my daily balance above {$50000.00} longer than 90 days, I am not qualified for {$500.00} bonus. I went back to read the fine print carefully for this promotion. It states that "" Deposit {$50000.00} or more of new money from an external bank within the first 10 days of account opening. You will earn the {$500.00} bonus once youve maintained a daily balance of {$50000.00} or more for the first 90 days following the Initial Funding Period ''. It did not clearly and specifically pointed out that the initial funding period is TEN days, regardless when you funded account after opening it. I thought funding period referred to the time between opening account and funding account, as long as it is no more than 10 days. If I funded my new account on the 10th day of account opening and kept the daily minimum balance requirement for 90 days, I would have qualified for the bonus. In my case, I funded my new account on the 3rd day of account opening and kept the daily minimum balance requirement for 97 days, I am not qualified for bonus. The fine print words are very ambiguous and confusing. If it made it clear at the first place, I would have kept {$50000.00} for longer time. I hope Capital 1 Bank can reconsider my case and issue the bonus that I deserve. Thank you very much for your help!",NA,CAPITAL ONE FINANCIAL CORP,WA,980XX,112837,363521558000,OCC,303536222000,42232353000,Washington,NA,NA,1,NA,NA,NA,NA,NA,14
3109275,2018-12-26,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Collected or attempted to collect exempt funds,"please refer to complaint No. XXXX XXXX XXXX v Capital one ( credit card ) my complaint is about Capital One, due to theirs abusive collections activities, in XXXX when my funds run out after a bank robbery that happened at work I happened to be the Branch Manager which by the way my employer has not taken responsibility for the incident. and after I explained the situation to capitol one, they promise to work with me ( but capitol one was demanding money that I didn't have ) I keep communication with the rep who was calling me and sideling I was sue. 
I have copy and paste the activity with the XXXX County Metropolitan Court, I also feel that the process was misleading due to how I was served documents, I have attached a file for your review ( Capitol one sent documents that were not file with the court ) please compare to what is was sent in the complaint number above. 
after these experience I learned that Capital One intentionally sent documents that weren't file with court causing me to believe it was too late to do anything for example after getting documents about a judgement, about a deposition, and when I called the court the court refer me to the law office ( left many voice mails without getting a call back } the law office who is listed as representing capitol one would not speak to me to give me information it almost felt like they had no intensions of working with me for example I spent a lot time calling them to make payments arrangements even after the judgment by error I was transfer to the attorney where he was obligated to transfer me to the gentlemen who is handling my case ( when made payments arrangements I was promise in writing about the payments arrangements I have not received anything and again I keep leaving voice mails never gotten a call back ) and by the way I have being making payments on this account, but none of the payments are being reported to credit report. 
I ALSO WANT TO ADD THE EVENT AFTER THE JUDGEMENT ON XX/XX/XXXX. CAPITAL ONE FILE A ABSTRACT JUDJUMENT WITH THE XXXX COUNTY ON OR ABOUT XX/XX/XXXX, in addition I RECEIVED DOCUMENTS FOR A DEPOSITION SCHEDULE WITH XXXX  XXXX XXXX, ( XX/XX/XXXX ) I FEEL THIS PROCESS IS VERY ABUSED FOR A CREDITCARD I FEEL THERE IS MORE TO THIS .... I ALSO FEEL THAT MY PRIVACY HAS BEEN CONPROMISE AND THE CAPITPOL CONTINUES TO SHARE MY PERSONAL INFORMATION INCLUDING XXXX  XXXX XXXX WHO HAD MY MORTGAGE LOAN.",NA,CAPITAL ONE FINANCIAL CORP,CA,93305,112837,363521558000,OCC,303536222000,42232353000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-8
3280531,2019-06-19,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,Identity theft protection or other monitoring services,Problem canceling credit monitoring or identify theft protection service,"My Chase credit card online acct has a link to "" Credit Journey '' and I have received several emails either congratulating me for enrolling or providing 'terms and conditions ', etc. I never requested, enrolled in, or authorized this service. I don't want it and I don't need it and will never use a service like this. I called Chase about this and they referred me to "" Credit Journey '' who told me to sign in to the credit journey  acct to cancel. I told them I was unable to sign in because I never enrolled or registered with them. Neither Chase nor  Credit Journey will ( or know how to ) resolve this.",NA,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,NV,891XX,852218,3025285000000,OCC,2253482000000,270060000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,2
3166025,2019-02-28,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,Wells Fargo line of credit and credit card is appearing on my credit report. Both accounts are paid off and effecting my credit negatively.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO BANK NATIONAL ASSOCIATION,FL,330XX,451965,1767808000000,OCC,1479499000000,170894000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,0
3155493,2019-02-18,Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,"Continued CFPB case NO.XXXX Participated in Second Quater Promotion of Citi Bank in XX/XX/XXXX. Citi Bank refused to credit the bonus and required a W-8 form from me. I sent a W-8 form on XX/XX/XXXX and was declined due to missing information. On XX/XX/XXXX, A staff of Citi bank from New York contacted me directly regarding my case and asked me to send the W-8 form as well as a supplement form of W-8 form to him directly. I sent out the package on XXXX XXXX by XXXX ( tracking number : XXXX ). It was delivered on XX/XX/XXXX, I try to call the number provided on the letter : XXXX ( XXXX XXXX ) several times on a different date. It seems Mr.XXXX is with the clients or out of the office every time. Today is XX/XX/XXXX and I called Citi bank earlier today. Citi Bank started a review of my account and asked about my parents ' information. NOTHING ABOUT MY BONUS BACK TO XX/XX/XXXX. I try to chat with a representative and he said nothing was updated so far.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CITIBANK NATIONAL ASSOCIATION,GA,306XX,476810,1661507000000,OCC,1282071000000,159509000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-8
3157120,2019-02-19,Credit card or prepaid card,Store credit card,"Advertising and marketing, including promotional offers",Didn't receive advertised or promotional terms,"Dear Consumer Financial Protection Bureau, Synchrony bank (XX/XX/XXXX) Interest charges me two times with very large amount, which I do not understand ; on XX/XX/XXXX {$2800.00} and XX/XX/XXXX {$1100.00}.

I called and asked yesterday, what are these charges for. Sadly, it was misleading promotional charges they added to my credit card.

I was on unemployment benefit last year XX/XX/XXXX- XX/XX/XXXX. 
Please help!",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,TX,750XX,1216022,85303000000,OCC,65849000000,10100000000,New York,NA,NA,NA,1,NA,NA,NA,NA,-2
3155027,2019-02-18,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"On XX/XX/XXXX I contacted Wells Fargo and spoke to customer care providing my name and purpose for the call and proceeded to request the finance department about a unauthorized inquiry on my report dated for XX/XX/XXXX. 

Well Fargo was unable to present me with a application of consent or any information about the inquiry.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO BANK NATIONAL ASSOCIATION,NJ,070XX,451965,1767808000000,OCC,1479499000000,170894000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,4
3152781,2019-02-14,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Can't stop withdrawals from your account,"I am a victim of a school loan consolidation scam. A company conned me into allowing them to remove {$29.00} on the XXXX of each month, a recurring transaction stating that the money would be paid toward my student loans. The money has been taken out of my Wells Fargo Checking Account religiously for years. In XX/XX/2018 I entered a branch of Wells Fargo, after learning that the school loan consolidation company was a scam, and filed a fraudulent claim. Going back the life of the authorization and was told that the Fraud Department would be in contact but I was assured that the withdrawal of funds would stop, per my revoking the authorization. I was contacted in XX/XX/XXXX by the Wells Fargo Fraud Department and was told that they found my authorization for recurring withdrawals to be sufficient and denied my fraudulent claim. Even with me supplying proof that the company listed as taking the funds out was reported by the XXXX  as being out of business and was a fraudulent company. At which point I notified the representative from the Wells Fargo Fraud Department and the branch I originally went into of my rights to 'revoke ' any previously authorized recurring withdrawals, stating I wanted an immediate seizure of any future withdrawals and requested that the withdrawn funds for XX/XX/XXXX and XX/XX/XXXX be refunded. Please be advised that this all took place before the XX/XX/XXXX withdrawal was to take place as well as the withdrawal for XX/XX/XXXX which was also removed.. However, the withdrawal for XX/XX/XXXX did take place and nothing has been refunded. In fact, Wells Fargo has informed me that I am not permitted to stop this withdrawal from recurring even with the revocation of my original approval. Attached please find the letter I sent to the Fraud Department and the Branch itself.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO BANK NATIONAL ASSOCIATION,CA,930XX,451965,1767808000000,OCC,1479499000000,170894000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-112
3151629,2019-02-13,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"Small business ( checking and savings ) ( corporate account ) at Citibank was frozen on XX/XX/19 for XXXX  ( compliance issues ). Account has been open for over 10 years, no court order, or judgment or levy exists. I complied with all forms requested on XX/XX/19 - forms taken directly to a branch ; however as of XX/XX/19 all funds frozen. Auto pay to same bank for credit card payment was returned and {$25.00} charged. Rent, electric and other payments were returned, causing many extra fees and great embarrassment - landlord will no longer take a check for rent - electric company charged extra fees. 
XXXX XXXX, XXXX - corporate account - I am 100 % owner. 
Update - Branch refused cash payment on credit card.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CITIBANK NATIONAL ASSOCIATION,CA,92223,476810,1661507000000,OCC,1282071000000,159509000000,Washington,NA,NA,1,NA,NA,NA,NA,NA,-10
